Tweetid
810860877268287488
959074229374382080
800053817635061760
959097006374490113
917883663521538048
952609576284835840
953053031326609408
959457597005942784
955657747386847232
960011852674686976
960202688179982336
958824490271694848
958052425402933248
817081102938480640
959966395147702272
917789435483189248
958129634788470785
817155562613805056
959258311865479168
960309955072004097
951547777636585472
951154903619076096
958458701060419584
959298687246548992
958796452930703360
959400665192648704
959286307947134976
959146945435516928
930833760001626113
960326372395769856
